address,price,bathrooms,bedrooms,area,zestimate,rent_zestimate,days_on_zillow,property_url,zip,$/sqft,compare_$sqft_sold_inZip,household_median_income_on_threshold,median_age,median_house_value,poverty_rate,unemployment_rate,Target
"35 Walnut Dr, Southborough, MA 01745",549900,2,3,1647.0 ,586300,3200,17,https://www.zillow.com/homedetails/35-Walnut-Dr-Southborough-MA-01745/57639025_zpid/,01745,334,1.0000,82.43,35.2,0.3548,0.000,0.076,0
"405 Village St, Medway, MA 02053",699000,2,3,2232.0 ,716400,3673,11,https://www.zillow.com/homedetails/405-Village-St-Medway-MA-02053/57458697_zpid/,02053,313,1.0000,89.75,41.6,0.6900,0.039,0.027,1
"4 Goodwin St, Wakefield, MA 01880",629900,2,3,1730.0 ,678700,2407,6,https://www.zillow.com/homedetails/4-Goodwin-St-Wakefield-MA-01880/56350313_zpid/,01880,364,0.0304,43.85,44.0,0.2454,0.020,0.030,1
"136 Church St, Wilmington, MA 01887",529900,3,4,2080.0 ,567500,3499,45,https://www.zillow.com/homedetails/136-Church-St-Wilmington-MA-01887/57141192_zpid/,01887,255,-0.1078,79.89,42.1,0.1184,0.022,0.032,1
"15 Pleasant St, Northborough, MA 01532",625000,2,3,2310.0 ,643500,3200,3,https://www.zillow.com/homedetails/15-Pleasant-St-Northborough-MA-01532/57624327_zpid/,01532,271,1.0000,83.73,43.4,0.3979,0.012,0.031,0
"137 Belknap Rd, Framingham, MA 01701",599900,2,3,1418.0 ,653900,2963,18,https://www.zillow.com/homedetails/137-Belknap-Rd-Framingham-MA-01701/165986659_zpid/,01701,423,0.2524,58.87,45.8,0.3842,0.023,0.035,0
"78 Richard Rd, Holliston, MA 01746",579000,2,4,2209.0 ,623500,3528,25,https://www.zillow.com/homedetails/78-Richard-Rd-Holliston-MA-01746/57071308_zpid/,01746,262,-0.2447,93.34,42.2,0.2907,0.008,0.039,1
"150 Windsor Ave, Swampscott, MA 01907",619999,3,4,2278.0 ,656400,2895,3,https://www.zillow.com/homedetails/150-Windsor-Ave-Swampscott-MA-01907/56966122_zpid/,01907,272,-0.1072,61.09,45.0,0.3039,0.017,0.033,0
"31 Dickson Ave, Tewksbury, MA 01876",549900,2,3,1248.0 ,584900,2287,4,https://www.zillow.com/homedetails/31-Dickson-Ave-Tewksbury-MA-01876/56342717_zpid/,01876,441,1.0000,47.05,44.6,0.4125,0.029,0.036,0
"31 Sunnyslope Ave, Tewksbury, MA 01876",549000,2,3,1985.0 ,584600,2999,3,https://www.zillow.com/homedetails/31-Sunnyslope-Ave-Tewksbury-MA-01876/56342685_zpid/,01876,277,1.0000,47.05,44.6,0.4102,0.029,0.036,0
"1114 Main St, Melrose, MA 02176",599900,2,5,1740.0 ,705600,3214,88,https://www.zillow.com/homedetails/1114-Main-St-Melrose-MA-02176/56292601_zpid/,02176,345,-0.0749,52.79,41.3,0.0519,0.018,0.028,1
"230 North St, Tewksbury, MA 01876",475000,3,4,1540.0 ,513100,3587,3,https://www.zillow.com/homedetails/230-North-St-Tewksbury-MA-01876/56344933_zpid/,01876,308,1.0000,47.05,44.6,0.2201,0.029,0.036,0
"37 Merrill Rd, Sutton, MA 01590",499900,3,4,2223.0 ,507600,2528,0,https://www.zillow.com/homedetails/37-Merrill-Rd-Sutton-MA-01590/57653860_zpid/,01590,225,1.0000,49.59,44.1,0.4206,0.035,0.019,0
"96 Maplewood St, Boston, MA 02132",685000,2,3,1679.0 ,712200,3399,25,https://www.zillow.com/homedetails/96-Maplewood-St-Boston-MA-02132/59158909_zpid/,02132,408,-0.1181,47.62,45.3,0.2978,0.025,0.044,0
"7 Arbutus Rd, Swampscott, MA 01907",679000,2,3,1779.0 ,712900,2999,6,https://www.zillow.com/homedetails/7-Arbutus-Rd-Swampscott-MA-01907/56967149_zpid/,01907,382,0.2105,61.09,45.0,0.4280,0.017,0.033,0
"93 Westboro Rd, North Grafton, MA 01536",320000,2,3,1440.0 ,332800,2400,32,https://www.zillow.com/homedetails/93-Westboro-Rd-North-Grafton-MA-01536/57589122_zpid/,01536,222,1.0000,56.18,39.7,-0.0834,0.032,0.055,0
"1 Brigham St, Maynard, MA 01754",449000,2,3,1196.0 ,499000,2939,4,https://www.zillow.com/homedetails/1-Brigham-St-Maynard-MA-01754/57087294_zpid/,01754,375,0.2458,50.36,41.7,0.2821,0.031,0.012,0
"110 Ruggles St, Westborough, MA 01581",615000,3,4,2032.0 ,641800,3234,52,https://www.zillow.com/homedetails/110-Ruggles-St-Westborough-MA-01581/57675639_zpid/,01581,303,1.0000,60.22,38.8,0.3425,0.025,0.023,0
"1 1st St, Natick, MA 01760",640000,3,3,2174.0 ,654900,3951,10,https://www.zillow.com/homedetails/1-1st-St-Natick-MA-01760/56297500_zpid/,01760,294,-0.3328,64.92,41.1,0.1327,0.017,0.030,0
"19 Cornell Rd, Framingham, MA 01701",585000,2,4,2234.0 ,642600,3513,31,https://www.zillow.com/homedetails/19-Cornell-Rd-Framingham-MA-01701/165983728_zpid/,01701,262,-0.2078,58.87,45.8,0.3498,0.023,0.035,0
"257 Burrill St, Swampscott, MA 01907",549000,2,3,1764.0 ,571700,3058,33,https://www.zillow.com/homedetails/257-Burrill-St-Swampscott-MA-01907/56965699_zpid/,01907,311,0.0318,61.09,45.0,0.1546,0.017,0.033,0
"11 Boucher Rd, Lunenburg, MA 01462",599900,3,3,2280.0 ,301000,3043,4,https://www.zillow.com/homedetails/11-Boucher-Rd-Lunenburg-MA-01462/57610386_zpid/,01462,263,1.0000,47.47,44.3,0.9427,0.034,0.039,0
"175 Vincent Rd, Dedham, MA 02026",665000,2,3,1971.0 ,686000,2999,54,https://www.zillow.com/homedetails/175-Vincent-Rd-Dedham-MA-02026/57444028_zpid/,02026,337,-0.1636,43.83,42.9,0.4428,0.024,0.037,1
"132 Princeton St, North Chelmsford, MA 01863",680000,2,4,1728.0 ,700900,2999,2,https://www.zillow.com/homedetails/132-Princeton-St-North-Chelmsford-MA-01863/56443669_zpid/,01863,394,1.0000,43.82,43.9,1.0311,0.044,0.049,0
"14 N Row Rd, Sterling, MA 01564",549900,3,3,2078.0 ,570000,3184,12,https://www.zillow.com/homedetails/14-N-Row-Rd-Sterling-MA-01564/173854494_zpid/,01564,265,1.0000,73.51,46.8,0.5275,0.011,0.033,0
"7 Oakhurst Ter, North Reading, MA 01864",519900,2,3,1344.0 ,,2999,38,https://www.zillow.com/homedetails/7-Oakhurst-Ter-North-Reading-MA-01864/57090512_zpid/,01864,387,0.0306,83.79,43.8,-0.0313,0.020,0.043,1
"119 Marion St, Wilmington, MA 01887",539900,2,3,1524.0 ,584800,2999,7,https://www.zillow.com/homedetails/119-Marion-St-Wilmington-MA-01887/57138250_zpid/,01887,354,0.2034,79.89,42.1,0.1395,0.022,0.032,1
"6 Buttercup Ln, Medway, MA 02053",399900,2,3,1312.0 ,441200,3158,2,https://www.zillow.com/homedetails/6-Buttercup-Ln-Medway-MA-02053/57460477_zpid/,02053,305,1.0000,89.75,41.6,-0.0331,0.039,0.027,1
"62 Dudley Rd, Sutton, MA 01590",624900,2,3,1800.0 ,628200,2600,32,https://www.zillow.com/homedetails/62-Dudley-Rd-Sutton-MA-01590/123896382_zpid/,01590,347,1.0000,49.59,44.1,0.7758,0.035,0.019,0
"5023 Washington St, Boston, MA 02132",649000,2,4,1134.0 ,675000,2723,12,https://www.zillow.com/homedetails/5023-Washington-St-Boston-MA-02132/59159926_zpid/,02132,572,0.2030,47.62,45.3,0.2296,0.025,0.044,0
"232 Country Way, Scituate, MA 02066",629000,2,3,1547.0 ,,2934,3,https://www.zillow.com/homedetails/232-Country-Way-Scituate-MA-02066/57225929_zpid/,02066,407,0.0461,86.99,49.2,0.0638,0.021,0.029,0
"13 Kenwood St, Chelmsford, MA 01824",685000,3,4,2352.0 ,,3869,17,https://www.zillow.com/homedetails/13-Kenwood-St-Chelmsford-MA-01824/56451880_zpid/,01824,291,-0.0517,80.12,44.7,0.6035,0.015,0.043,0
"58 Cynthia Rd, Framingham, MA 01701",584500,2,3,1488.0 ,641200,2999,17,https://www.zillow.com/homedetails/58-Cynthia-Rd-Framingham-MA-01701/165980287_zpid/,01701,393,0.1948,58.87,45.8,0.3486,0.023,0.035,0
"58 Western Ave, Essex, MA 01929",549000,2,3,1659.0 ,589600,3329,5,https://www.zillow.com/homedetails/58-Western-Ave-Essex-MA-01929/179983278_zpid/,01929,331,1.0000,51.83,46.1,-0.0446,0.044,0.030,0
"64 Vogel St, Boston, MA 02132",699000,2,3,1583.0 ,724900,2666,3,https://www.zillow.com/homedetails/64-Vogel-St-Boston-MA-02132/59160411_zpid/,02132,442,-0.0330,47.62,45.3,0.3244,0.025,0.044,0
"4 River Park St, Needham, MA 02494",699900,2,4,1912.0 ,711500,3599,5,https://www.zillow.com/homedetails/4-River-Park-St-Needham-MA-02494/57477295_zpid/,02494,366,-0.1320,90.54,40.0,-0.1310,0.011,0.051,1
"1368 Whipple Rd, Tewksbury, MA 01876",500000,4,4,2616.0 ,526600,3706,83,https://www.zillow.com/homedetails/1368-Whipple-Rd-Tewksbury-MA-01876/56343464_zpid/,01876,191,1.0000,47.05,44.6,0.2844,0.029,0.036,0
"29 Rosas Ln, Scituate, MA 02066",545000,2,3,1300.0 ,473800,2286,2,https://www.zillow.com/homedetails/29-Rosas-Ln-Scituate-MA-02066/57224201_zpid/,02066,419,0.0748,86.99,49.2,-0.0783,0.021,0.029,0
"43 Dedham St, Canton, MA 02021",600000,4,4,2158.0 ,617600,1562,4,https://www.zillow.com/homedetails/43-Dedham-St-Canton-MA-02021/184095809_zpid/,02021,278,1.0000,51.31,42.6,0.1753,0.033,0.039,0
"168 Green St, Reading, MA 01867",654900,2,3,1504.0 ,689800,2999,54,https://www.zillow.com/homedetails/168-Green-St-Reading-MA-01867/57101045_zpid/,01867,435,0.0591,89.93,43.3,0.1636,0.020,0.031,0
"24 Golden Cove Rd, Chelmsford, MA 01824",699900,3,4,2524.0 ,763700,1539,20,https://www.zillow.com/homedetails/24-Golden-Cove-Rd-Chelmsford-MA-01824/56447856_zpid/,01824,277,-0.1046,80.12,44.7,0.6383,0.015,0.043,0
"110 Jefferson Ave, Northbridge, MA 01534",574990,3,4,2128.0 ,590200,3234,17,https://www.zillow.com/homedetails/110-Jefferson-Ave-Northbridge-MA-01534/57628492_zpid/,01534,270,1.0000,46.12,45.2,0.6391,0.041,0.035,0
"27 Glen Rd, Swampscott, MA 01907",490000,2,3,1920.0 ,544400,3200,4,https://www.zillow.com/homedetails/27-Glen-Rd-Swampscott-MA-01907/56967630_zpid/,01907,255,-0.1807,61.09,45.0,0.0305,0.017,0.033,0
"138 Cheryl Ln, Holliston, MA 01746",519900,2,4,1540.0 ,562200,3322,5,https://www.zillow.com/homedetails/138-Cheryl-Ln-Holliston-MA-01746/57071831_zpid/,01746,338,0.0337,93.34,42.2,0.1589,0.008,0.039,1
"50 Highland St, Walpole, MA 02081",579900,2,5,2136.0 ,592700,3569,4,https://www.zillow.com/homedetails/50-Highland-St-Walpole-MA-02081/57513669_zpid/,02081,271,1.0000,67.91,40.8,0.1932,0.026,0.040,0
"200 E Main St, Westborough, MA 01581",400000,2,4,1644.0 ,411000,2929,66,https://www.zillow.com/homedetails/200-E-Main-St-Westborough-MA-01581/57678567_zpid/,01581,243,1.0000,60.22,38.8,-0.1268,0.025,0.023,0
"22 Laconia Rd, Natick, MA 01760",619000,2,3,1450.0 ,625900,2999,5,https://www.zillow.com/homedetails/22-Laconia-Rd-Natick-MA-01760/56295509_zpid/,01760,427,0.0809,64.92,41.1,0.0956,0.017,0.030,0
"40 Donna Rd, Framingham, MA 01701",499000,2,3,1350.0 ,536900,2999,66,https://www.zillow.com/homedetails/40-Donna-Rd-Framingham-MA-01701/165988350_zpid/,01701,370,0.1444,58.87,45.8,0.1514,0.023,0.035,0
"790-792 Massachusetts Ave, Lunenburg, MA 01462",264900,2,3,3023.0 ,271900,3013,118,https://www.zillow.com/homedetails/790-792-Massachusetts-Ave-Lunenburg-MA-01462/173798305_zpid/,01462,88,1.0000,47.47,44.3,-0.1422,0.034,0.039,0
"24 Hiram Rd, Framingham, MA 01701",525000,2,3,2814.0 ,575500,2999,10,https://www.zillow.com/homedetails/24-Hiram-Rd-Framingham-MA-01701/165980639_zpid/,01701,187,-0.6952,58.87,45.8,0.2114,0.023,0.035,1
"19 Manning St, Reading, MA 01867",689900,2,3,1767.0 ,724400,2999,14,https://www.zillow.com/homedetails/19-Manning-St-Reading-MA-01867/57101686_zpid/,01867,390,-0.0494,89.93,43.3,0.2258,0.020,0.031,1
"68 Stetson Ave, Swampscott, MA 01907",575000,2,5,2417.0 ,624600,3284,39,https://www.zillow.com/homedetails/68-Stetson-Ave-Swampscott-MA-01907/2096564292_zpid/,01907,238,-0.2667,61.09,45.0,0.2093,0.017,0.033,0
"226-228 Union St, Ashland, MA 01721",524900,2,5,2042.0 ,560800,1505,27,https://www.zillow.com/homedetails/226-228-Union-St-Ashland-MA-01721/166015343_zpid/,01721,257,-0.1758,77.33,42.0,0.3060,0.024,0.022,0
"1136 Main St, Reading, MA 01867",699900,2,4,1750.0 ,753200,2156,46,https://www.zillow.com/homedetails/1136-Main-St-Reading-MA-01867/57104365_zpid/,01867,400,-0.0244,89.93,43.3,0.2436,0.020,0.031,1
"8 Barber St, Medway, MA 02053",449900,3,4,2003.0 ,491700,3858,52,https://www.zillow.com/homedetails/8-Barber-St-Medway-MA-02053/57458335_zpid/,02053,225,1.0000,89.75,41.6,0.0878,0.039,0.027,1
"182 Perham St, West Roxbury, MA 02132",699900,2,3,1539.0 ,723800,3469,4,https://www.zillow.com/homedetails/182-Perham-St-West-Roxbury-MA-02132/59157868_zpid/,02132,455,-0.0030,47.62,45.3,0.3261,0.025,0.044,0
"10 Clara Rd, Framingham, MA 01701",579900,2,3,1750.0 ,632700,2999,4,https://www.zillow.com/homedetails/10-Clara-Rd-Framingham-MA-01701/165983027_zpid/,01701,331,0.0456,58.87,45.8,0.3380,0.023,0.035,0
"511 West St, Reading, MA 01867",450000,2,3,1824.0 ,482000,2999,5,https://www.zillow.com/homedetails/511-West-St-Reading-MA-01867/57102463_zpid/,01867,247,-0.6607,89.93,43.3,-0.2004,0.020,0.031,1
"91 North St, Stoneham, MA 02180",539900,3,4,2280.0 ,587900,3587,60,https://www.zillow.com/homedetails/91-North-St-Stoneham-MA-02180/56338887_zpid/,02180,237,-0.4890,45.07,43.8,0.0916,0.026,0.031,1
"12 Riverview Dr, Ashland, MA 01721",460000,2,3,1260.0 ,506100,2858,10,https://www.zillow.com/homedetails/12-Riverview-Dr-Ashland-MA-01721/166014657_zpid/,01721,365,0.1721,77.33,42.0,0.1446,0.024,0.022,1
"253 Woburn St, Wilmington, MA 01887",659999,2,3,1683.0 ,701900,3069,7,https://www.zillow.com/homedetails/253-Woburn-St-Wilmington-MA-01887/57143282_zpid/,01887,392,0.2804,79.89,42.1,0.3930,0.022,0.032,0
"32 Kings Rd, Canton, MA 02021",690000,3,3,2040.0 ,710300,3499,47,https://www.zillow.com/homedetails/32-Kings-Rd-Canton-MA-02021/184094823_zpid/,02021,338,1.0000,51.31,42.6,0.3516,0.033,0.039,0
"20 Curtis Rd, Milton, MA 02186",699000,2,3,1713.0 ,726200,3200,27,https://www.zillow.com/homedetails/20-Curtis-Rd-Milton-MA-02186/57467923_zpid/,02186,408,-0.0405,91.03,39.5,0.1296,0.035,0.036,0
"65 Eliot St, Ashland, MA 01721",585500,2,3,2046.0 ,625100,2858,48,https://www.zillow.com/homedetails/65-Eliot-St-Ashland-MA-01721/166017508_zpid/,01721,286,-0.0562,77.33,42.0,0.4568,0.024,0.022,0
"37 Salem St, Reading, MA 01867",648000,3,4,2197.0 ,692300,3587,39,https://www.zillow.com/homedetails/37-Salem-St-Reading-MA-01867/57101582_zpid/,01867,295,-0.3891,89.93,43.3,0.1514,0.020,0.031,1
"38 Angela Ave, Shrewsbury, MA 01545",424900,2,3,1096.0 ,436400,2199,12,https://www.zillow.com/homedetails/38-Angela-Ave-Shrewsbury-MA-01545/56727278_zpid/,01545,388,1.0000,50.02,41.9,0.0214,0.029,0.038,0
"34 Pinewood Dr, Framingham, MA 01701",489900,2,3,1415.0 ,522000,2999,4,https://www.zillow.com/homedetails/34-Pinewood-Dr-Framingham-MA-01701/166010283_zpid/,01701,346,0.0865,58.87,45.8,0.1304,0.023,0.035,0
"31 Savoy Rd, Framingham, MA 01701",524900,2,3,1439.0 ,575700,2999,6,https://www.zillow.com/homedetails/31-Savoy-Rd-Framingham-MA-01701/165980905_zpid/,01701,365,0.1330,58.87,45.8,0.2111,0.023,0.035,0
"86 Church St, Holliston, MA 01746",589900,2,5,2403.0 ,614800,3991,58,https://www.zillow.com/homedetails/86-Church-St-Holliston-MA-01746/57069539_zpid/,01746,245,-0.3290,93.34,42.2,0.3150,0.008,0.039,1
"38 Elliot Trl, Grafton, MA 01519",569900,3,3,1900.0 ,585500,2799,25,https://www.zillow.com/homedetails/38-Elliot-Trl-Grafton-MA-01519/57592426_zpid/,01519,300,1.0000,56.67,41.7,0.5695,0.018,0.034,0
"35 Kendall Park, Waltham, MA 02451",699900,2,3,2048.0 ,724700,3399,4,https://www.zillow.com/homedetails/35-Kendall-Park-Waltham-MA-02451/56540449_zpid/,02451,342,-0.1036,59.41,38.0,0.3321,0.026,0.027,1
"104 Chesbrough Rd, West Roxbury, MA 02132",619900,2,3,1306.0 ,648700,3200,68,https://www.zillow.com/homedetails/104-Chesbrough-Rd-West-Roxbury-MA-02132/59158728_zpid/,02132,475,0.0390,47.62,45.3,0.1745,0.025,0.044,1
"903 Pleasant St, Framingham, MA 01701",514900,2,3,1834.0 ,562500,2914,32,https://www.zillow.com/homedetails/903-Pleasant-St-Framingham-MA-01701/165987686_zpid/,01701,281,-0.1265,58.87,45.8,0.1880,0.023,0.035,1
"32 Main St, Upton, MA 01568",569900,3,4,2480.0 ,581300,3234,87,https://www.zillow.com/homedetails/32-Main-St-Upton-MA-01568/57660669_zpid/,01568,230,1.0000,83.99,42.4,0.1719,0.015,0.049,0
"4 Windcrest Ln, Millis, MA 02054",534000,3,4,2038.0 ,557100,3999,2,https://www.zillow.com/homedetails/4-Windcrest-Ln-Millis-MA-02054/57463660_zpid/,02054,262,1.0000,51.66,45.4,0.3343,0.005,0.022,0
"10 Maple St, Hopedale, MA 01747",369900,2,3,1288.0 ,207300,2199,1,https://www.zillow.com/homedetails/10-Maple-St-Hopedale-MA-01747/57601935_zpid/,01747,287,1.0000,54.71,45.0,0.0844,0.032,0.060,0
"275 Boston Rd, Groton, MA 01450",550000,3,4,2910.0 ,584800,3928,6,https://www.zillow.com/homedetails/275-Boston-Rd-Groton-MA-01450/57066771_zpid/,01450,189,1.0000,84.41,45.6,0.1628,0.014,0.034,0
"23 Greenbriar Dr, Shrewsbury, MA 01545",629000,3,4,2224.0 ,682500,3499,1,https://www.zillow.com/homedetails/23-Greenbriar-Dr-Shrewsbury-MA-01545/56719235_zpid/,01545,283,1.0000,50.02,41.9,0.5120,0.029,0.038,0
"152 Tyngsboro Rd, North Chelmsford, MA 01863",419000,2,3,1130.0 ,449700,2379,24,https://www.zillow.com/homedetails/152-Tyngsboro-Rd-North-Chelmsford-MA-01863/56442155_zpid/,01863,371,1.0000,43.82,43.9,0.2515,0.044,0.049,0
"100 Woodley Ave, Boston, MA 02132",635000,2,3,1472.0 ,657500,3258,46,https://www.zillow.com/homedetails/100-Woodley-Ave-Boston-MA-02132/59161097_zpid/,02132,431,-0.0574,47.62,45.3,0.2031,0.025,0.044,0
"191 North Rd, Chelmsford, MA 01824",445000,2,3,1746.0 ,471800,2858,3,https://www.zillow.com/homedetails/191-North-Rd-Chelmsford-MA-01824/56445471_zpid/,01824,255,-0.2018,80.12,44.7,0.0417,0.015,0.043,0
"48 Pond St, Billerica, MA 01821",529900,2,3,1914.0 ,567400,2999,6,https://www.zillow.com/homedetails/48-Pond-St-Billerica-MA-01821/56416804_zpid/,01821,277,-0.0937,51.63,41.1,0.2969,0.021,0.042,1
"31 County Rd, Essex, MA 01929",699900,3,3,2480.0 ,733600,3587,47,https://www.zillow.com/homedetails/31-County-Rd-Essex-MA-01929/179983702_zpid/,01929,282,1.0000,51.83,46.1,0.2181,0.044,0.030,1
"9 Royce Rd, Framingham, MA 01701",519900,3,4,1908.0 ,572000,4099,3,https://www.zillow.com/homedetails/9-Royce-Rd-Framingham-MA-01701/165989471_zpid/,01701,272,-0.1607,58.87,45.8,0.1996,0.023,0.035,0
"46 Oak St, Grafton, MA 01519",479900,2,3,1536.0 ,503600,2499,19,https://www.zillow.com/homedetails/46-Oak-St-Grafton-MA-01519/57591210_zpid/,01519,312,1.0000,56.67,41.7,0.3217,0.018,0.034,0
"1423 Quaker St, Northbridge, MA 01534",599900,3,3,3531.0 ,620900,3300,81,https://www.zillow.com/homedetails/1423-Quaker-St-Northbridge-MA-01534/57629464_zpid/,01534,170,1.0000,46.12,45.2,0.7101,0.041,0.035,0
"11 Coolidge St, Billerica, MA 01821",549900,2,4,1488.0 ,585700,2999,5,https://www.zillow.com/homedetails/11-Coolidge-St-Billerica-MA-01821/56416140_zpid/,01821,370,0.1806,51.63,41.1,0.3458,0.021,0.042,1
"8 Higgins St, Shrewsbury, MA 01545",449000,2,3,2117.0 ,460800,2400,7,https://www.zillow.com/homedetails/8-Higgins-St-Shrewsbury-MA-01545/67709748_zpid/,01545,212,1.0000,50.02,41.9,0.0793,0.029,0.038,0
"32 Leighton St, Pepperell, MA 01463",559000,4,4,2735.0 ,593900,3962,27,https://www.zillow.com/homedetails/32-Leighton-St-Pepperell-MA-01463/57096929_zpid/,01463,204,1.0000,48.76,44.0,0.6278,0.038,0.035,0
"14 W Pine Dr, Walpole, MA 02081",579999,3,4,2080.0 ,590700,3733,11,https://www.zillow.com/homedetails/14-W-Pine-Dr-Walpole-MA-02081/57513921_zpid/,02081,279,1.0000,67.91,40.8,0.1934,0.026,0.040,0
"119 Eastman Ave, Swampscott, MA 01907",670000,3,5,2796.0 ,708800,3800,12,https://www.zillow.com/homedetails/119-Eastman-Ave-Swampscott-MA-01907/56968629_zpid/,01907,240,-0.2575,61.09,45.0,0.4090,0.017,0.033,0
"106 Main St, Wilmington, MA 01887",599900,4,4,2316.0 ,636400,1874,82,https://www.zillow.com/homedetails/106-Main-St-Wilmington-MA-01887/90010951_zpid/,01887,259,-0.0895,79.89,42.1,0.2661,0.022,0.032,1
